ser,cat
3704,Firefighting Supplies
3705,Fire Alarm
3706,Fire Alarm Control Panel
3707,Fire Blanket
3708,Fire Extinguisher
3709,Fire Extinguisher Powder
3710,Fire Hose
3711,Fire Hydrant
3712,Fire Suit
3713,Firefighting Equipment
3714,Heat Detector
3715,Lightning Rod
3716,Other Firefighting Supplies
3717,Smoke Detector
3718,Key
3719,Lock Parts
3720,Locks
3721,Locksmith Supplies
3722,Other Security & Protection Products
3723,Police & Military Supplies
3724,Baton
3725,Bullet Proof Helmet
3726,Bullet Proof Vest
3727,Gun Bag
3728,Handcuff
3729,Other Police & Military Supplies
3730,Stun Gun
3731,Warning Tape
3732,Roadway Safety
3733,Alcohol Tester
3734,Convex Mirror
3735,Other Roadway Products
3736,Reflective Material
3737,Reflective Safety Clothing
3738,Road Stud
3739,Speed Bump
3740,Traffic Barrier
3741,Traffic Cone
3742,Traffic Light
3743,Traffic Signal
3744,Safes
3745,Security Services
3746,Self Defense Supplies
3747,Water Safety Products
3748,Life Buoy
3749,Life Raft
3750,Life Vest
3751,Other Water Safety Products
3752,Workplace Safety Supplies
3753,Chemical Respirator
3754,Ear Protector
3755,Face Shield
3756,Other Safety Products
3757,Safety Belt & Accessories
3758,Safety Clothing
3759,Safety Gloves
3760,Safety Goggles
3761,Safety Harness
3762,Safety Helmet
3765,Service Equipment
3766,Advertising Equipment
3767,Advertising Boards
3768,Advertising Inflatables
3769,Advertising Light Boxes
3770,Advertising Players
3771,Advertising Screens
3772,Billboards
3773,Display Racks
3774,Other Advertising Equipment
3775,Poster Materials
3776,Roll up Display
3777,Cargo & Storage Equipment
3778,Commercial Laundry Equipment
3779,Financial Equipment
3780,ATM
3781,Bill Counters
3782,Coin Counters & Sorters
3783,Currency Binders
3784,Currency Detectors
3785,Other Financial Equipment
3786,Payment Kiosks
3787,POS Systems
3788,Funeral Supplies
3789,Other Service Equipment
3790,Restaurant & Hotel Supplies
3791,Cleaning Carts
3792,Drink Dispensers
3793,Hotel Amenities
3794,Other Hotel & Restaurant Supplies
3795,Serving Trays
3796,Store & Supermarket Supplies
3797,Checkout Counters
3798,Display Hooks
3799,Labelers
3800,Lockers
3801,Other Store & Supermarket Equipme nt
3802,Promotion Table
3803,Refrigeration Equipment
3804,Shopping Basket
3805,Shopping Trolleys & Carts
3806,Showcase
3807,Storage Cages
3808,Supermarket Shelves
3809,Trade Show Equipment
3810,Banner Stands
3811,Other Trade Show Equipment
3812,Panel Display
3813,Tabletop Display
3814,Trade Show Tent
3815,Truss Display
3816,Vending Machines
3817,Wedding Supplies
3820,Shoes & Accessories
3821,Baby Shoes
3822,Boots
3823,Casual Shoes
3824,Clogs
3825,Dance Shoes
3826,Dress Shoes
3827,Other Shoes
3828,Sandals
3829,Shoe Materials
3830,Other Shoe Materials
3831,Shoe Fabric
3832,Shoe Leather
3833,Shoe Plastic
3834,Shoe Rubber
3835,Shoe Parts & Accessories
3836,Insoles
3837,Other Shoe Parts & Accessories
3838,Shoe Brush
3839,Shoe Care Kit
3840,Shoe Decorations
3841,Shoe Deodorant
3842,Shoe Dryer
3843,Shoe Hanger
3844,Shoe Heels
3845,Shoe Hooks
3846,Shoe Horns
3847,Shoe Labels & Tags
3848,Shoe Linings
3849,Shoe Mesh
3850,Shoe Polish
3851,Shoe Polishing Equipment
3852,Shoe Trees
3853,Shoe Uppers
3854,Shoe Zippers & Sliders
3855,Shoelaces
3856,Soles
3857,Shoe Repairing Equipment
3858,Shoes Design Services
3859,Shoes Processing Services
3860,Shoes Stock
3861,Slippers
3862,Special Purpose Shoes
3863,Electrically Heated Shoes
3864,Height Increasing Shoes
3865,Massage Shoes
3866,Other Special Purpose Shoes
3867,Rain Boots
3868,Safety Shoes
3869,Sports Shoes
3870,Used Shoes
3873,Sports & Entertainment
3874,Amusement Park
3875,Bumper Cars
3876,Climbing Walls
3877,Other Amusement Park Products
3878,Playground
3879,Slides
3880,Water Play Equipment
3881,Artificial Grass & Sports Flooring
3882,Fitness & Body Building
3883,Boxing
3884,Boxing Ring
3885,Other Boxing Products
3886,Punching Bag & Sand Bag
3887,Punching Balls & Speed Balls
3888,Gym Equipment
3889,Gymnastics
3890,Jump Ropes
3891,Martial Arts
3892,Other Fitness & Bodybuilding Product s
3893,Outdoor Fitness Equipment
3894,Pedometers
3895,Trampolines
3896,Weight Lifting
3897,Gambling
3898,Bingo
3899,Dice
3900,Gambling Tables
3901,Other Gambling Products
3902,Playing Cards
3903,Poker Chips
3904,Golf
3905,Club-Making Products
3906,Club Grips
3907,Club Heads
3908,Club Shafts
3909,Golf Bags
3910,Golf Balls
3911,Golf Clubs
3912,Golf Tees
3913,Golf Training Aids
3914,Golf Trolley
3915,Other Golf Products
3916,Indoor Sports
3917,Air Hockey
3918,Badminton
3919,Badminton Rackets
3920,Other Badminton Products
3921,Shuttlecock
3922,Board Game
3923,Bowling
3924,Chess Games
3925,Coin Operated Games
3926,Darts
3927,Other Indoor Sports Products
3928,Snooker & Billiard
3929,Other Snooker & Billiard Products
3930,Snooker & Billiard Balls
3931,Snooker & Billiard Cues
3932,Snooker & Billiard Tables
3933,Soccer Tables
3934,Table Tennis
3935,Other Table Tennis Products
3936,Table Tennis Balls
3937,Table Tennis Rackets
3938,Table Tennis Tables
3939,Musical Instruments
3940,Brass Instruments
3941,Trombone
3942,Trumpet
3943,Keyboard Instruments
3944,Accordion
3945,Electronic Organ
3946,Piano
3947,Other Musical Instruments & Accesso ries
3948,Percussion Instruments
3949,Drum
3950,Gong & Cymbals
3951,Stringed Instruments
3952,Cello
3953,Guitar
3954,Guitar Parts & Accessories
3955,Violin
3956,Woodwind Instruments
3957,Clarinet
3958,Flute
3959,Harmonica
3960,Saxophone
3961,Other Sports & Entertainment Products
3962,Outdoor Sports
3963,Bungee
3964,Camping & Hiking
3965,Camping Mat
3967,Other Camping & Hiking Products
3968,Sleeping Bags
3969,Sun Shelter
3970,Tents
3971,Travel Kits
3972,Walking Sticks
3973,Fishing
3974,Fishhooks
3975,Fishing Bags
3976,Fishing Chairs
3977,Fishing Lines
3978,Fishing Lures
3979,Fishing Reels
3980,Fishing Rods
3981,Fishing Tackle Boxes
3982,Fishing Waders
3983,Other Fishing Products
3984,Flashing Roller
3985,Go Karts
3986,Horse Racing
3987,Chaps
3988,Halters
3989,Horse Care Products
3990,Horse Rugs
3991,Horseshoes
3992,Other Horse Products
3993,Saddle Pads
3994,Saddles
3995,Hunting
3996,Bow & Arrow
3997,Hunting Cameras
3998,Hunting Decoy
3999,Hunting Gun Accessories
4000,Other Hunting Products
4001,Scopes & Accessories
4002,Scooters
4003,Electric Scooters
4004,Gas Scooters
4005,Handicapped Scooters
4006,"Kick Scooters,Foot Scooters"
4007,Other Scooters
4008,Scooter Parts & Accessories
4009,Shooting
4010,Marker Parts & Accessories
4011,Other Shooting Products
4012,Paintball Markers
4013,Paintballs
4014,Skate Board
4015,Souvenirs
4016,Sports Gloves
4017,Boxing Gloves
4018,Golf Gloves
4019,Other Sports Gloves
4020,Racing Gloves
4021,Riding Gloves
4022,Ski Gloves
4023,Swimming & Diving Gloves
4024,Sports Safety
4025,Ankle Support
4026,Back Support
4027,Elbow & Knee Pads
4028,Helmets
4029,Other Sports Safety
4030,Shin Guard
4031,Sweatband
4032,Waist Support
4033,Wrist Support
4034,Team Sports
4035,Baseball & Softball
4036,Basketball
4037,Cheerleading
4038,Fan Horns
4039,Other Cheerleading Products
4040,Pom Poms
4041,Whistle
4042,Cricket
4043,Football & Soccer
4044,Ice Hockey & Field Hockey
4045,Volleyball
4046,Tennis
4047,Other Tennis Products
4048,Tennis Balls
4049,Tennis Rackets
4050,Water Sports
4051,Racing Boats
4052,Rowing Boats
4053,Surfing
4054,Swimming & Diving
4055,Air Mattresses
4056,Diving Masks
4057,Other Swimming & Diving Products
4058,Pool & Accessories
4059,Snorkels
4060,Swimming Caps
4061,Swimming Fins
4062,Swimming Rings
4063,Winter Sports
4064,Skiing
4065,Other Ski Products
4066,Ski Poles
4067,Snowboards & Skis
4068,Sleds & Snow Tubes
4071,Telecommunications
4072,Antenna
4073,Antennas for Communications
4074,Mobile Phone Antenna
4075,Other Antennas
4076,TV Antenna
4077,Broadcasting Equipment & Services
4078,Other Radio & TV Accessories
4079,Radio & TV Broadcasting Equipment
4080,Satellite TV Receiver
4081,Set Top Box
4082,Communication Equipment
4083,Communication Cables
4084,Fiber Optic Equipment
4085,Fixed Wireless Terminals
4086,Other Telecommunications Products
4087,PBX
4088,Repeater
4089,Telecom Parts
4090,Telecommunication Tower
4091,VoIP Products
4092,WiFi Finder
4093,Wireless Networking Equipment
4094,Telephones & Accessories
4095,Answering Machines
4096,Caller ID Boxes
4097,Corded Telephones
4098,Cordless Telephones
4099,Other Telephone Accessories
4100,Phone Cards
4101,Telephone Cords
4102,Telephone Headsets
4103,Wireless Communication Terminals
4104,Mobile Phone Adapters
4106,Mobile Phone Cables
4107,Mobile Phone Chargers
4108,Mobile Phone Flex Cables
4109,Mobile Phone Holders
4110,Mobile Phone Housings
4111,Mobile Phone Jammers
4112,Mobile Phone Keypads
4113,Mobile Phone LCDs
4114,Mobile Phone SIM Cards
4115,Mobile Phone Stickers
4116,Mobile Phone Straps
4118,Other Mobile Phone Accessories
4119,Pagers
4120,Walkie Talkie
4123,Textiles & Leather Produc ts
4124,Down & Feather
4125,Down
4126,Feather
4127,Fabric
4128,100% Acrylic Fabric
4129,100% Cashmere Fabric
4130,100% Cotton Fabric
4131,100% Hemp Fabric
4132,100% Jute Fabric
4133,100% Linen Fabric
4134,100% Modal Fabric
4135,100% Nylon Fabric
4136,100% Polyester Fabric
4137,100% Polypropylene Fabric
4138,100% Ramie Fabric
4139,100% Rayon Fabric
4140,100% Silk Fabric
4141,100% Viscose Fabric
4142,100% Wool Fabric
4143,Aramid Fabric
4144,Bamboo Fiber Fabric
4145,Carbon Fiber Fabric
4146,Linen/Cotton Fabric
4147,Metallic Fabric
4148,Modacrylic Fabric
4149,Modal/Cotton Fabric
4150,Nonwoven Fabric
4151,Nylon/Cotton Fabric
4152,Organic Fabric
4153,Other Fabric
4154,Polyester/Acrylic Fabric
4155,Polyester/Cotton Fabric
4156,Polyester/Nylon Fabric
4157,Ramie/Cotton Fabric
4158,Rayon/Cotton Fabric
4159,Rayon/Linen Fabric
4160,Rayon/Nylon Fabric
4161,Rayon/Polyester Fabric
4162,Silk/Cotton Fabric
4163,Soybean Fiber Fabric
4164,Spandex Fabric
4165,Tencel Fabric
4166,Viscose/Cotton Fabric
4167,Viscose/Nylon Fabric
4168,Viscose/Polyester Fabric
4169,Viscose/Silk Fabric
4170,Wool/Acrylic Fabric
4171,Wool/Cashmere Fabric
4172,Wool/Nylon Fabric
4173,Wool/Polyester Fabric
4174,Wool/Viscose Fabric
4175,Fiber
4176,Acrylic Fiber
4177,Aramid Fiber
4178,Bamboo Fiber
4179,Hemp Fiber
4180,Jute Fiber
4181,Linen Fiber
4182,Modacrylic Fiber
4183,Nylon Fiber
4184,Other Fiber
4185,Polyester Fiber
4186,Polypropylene Fiber
4187,Raw Cotton
4188,Silk Fiber
4189,UHMWPE Fiber
4190,Viscose Fiber
4191,Wool Fiber
4192,Fur
4193,Animal Fur
4194,Faux Fur
4195,Grey Fabric
4196,Home Textile
4197,Bed Skirt
4198,Bedding Set
4199,Bedspread
4200,Blanket
4201,Carpet
4202,Chair Cover
4203,Comforter
4204,Curtain
4205,Cushion
4206,Cushion Cover
4207,Duvet Cover
4208,Handkerchief
4209,Mat
4210,Mattress Cover
4211,Mosquito Net
4212,Other Home Textile
4213,Pillow
4214,Pillow Case
4215,Quilt
4216,Rug
4217,Sheet
4218,Sofa Cover
4219,Table Cloth
4220,Table Napkin
4221,Table Runner
4222,Table Skirt
4223,Tapestry
4224,Throw
4225,Towel
4226,Valance
4227,Leather
4228,Genuine Leather
4229,Synthetic Leather
4230,Leather Product
4231,Other Textiles & Leather Products
4232,Textile Accessories
4233,Sashes
4234,Tassel Fringe
4235,Textile Processing
4236,Textile Stock
4237,Thread
4238,Yarn
4239,100% Acrylic Yarn
4240,100% Bamboo Fiber Yarn
4241,100% Cashmere Yarn
4242,100% Cotton Yarn
4243,100% Jute Yarn
4244,100% Linen Yarn
4245,100% Modal Yarn
4246,100% Mohair Yarn
4247,100% Nylon Yarn
4248,100% Polyester Yarn
4249,100% Polypropylene Yarn
4250,100% Rayon Yarn
4251,100% Silk Yarn
4252,100% Viscose Yarn
4253,100% Wool Yarn
4254,Blended Yarn
4255,Metallic Yarn
4256,Organic Yarn
4257,Other Yarn
4258,Spandex Yarn
4261,"Timepieces, Jewelry, Eyew ear"
4262,Eyewear
4263,Contact Lenses
4264,Eyeglasses Frames
4265,Eyeglasses Lenses
4266,Eyeglasses Parts
4267,Eyewear Accessories
4268,Contact Lens Care Products
4269,Contact Lens Cases
4270,Eyeglasses Care Products
4271,Eyeglasses Cases & Bags
4272,Other Eyewear Accessories
4273,Eyewear Displays
4274,Other Eyewear
4275,Reading Glasses
4276,Sports Eyewear
4277,Sunglasses
4278,Jewelry
4279,Body Jewelry
4280,Bracelets & Bangles
4281,Brooches
4282,Cuff Links & Tie Clips
4283,Earrings
4284,Hair Jewelry
4285,Jewelry Boxes
4286,Jewelry Cleaners & Polish
4287,Jewelry Findings & Components
4288,Jewelry Packaging & Display
4289,Jewelry Sets
4290,Jewelry Tools & Equipment
4291,Loose Beads
4292,"Acrylic, Plastic & Lucite Beads"
4293,"Ceramic, Clay & Porcelain Beads"
4294,"Crystal, Lampwork & Glass Beads"
4295,Metal Beads
4296,Other Loose Beads
4297,"Shell, Bone & Coral Beads"
4298,Stone Beads
4299,Wood Beads
4300,Loose Diamonds
4301,Loose Gemstone
4302,Loose Pearls
4303,Necklaces
4304,Other Jewelry
4305,Pendants & Charms
4306,Rings
4307,Watches
4308,Pocket Watch Chain
4309,Pocket Watches
4310,Watch Accessories
4311,Watch Bands
4312,Watch Boxes & Cases
4313,Wristwatch Tools & Parts
4314,Wristwatches
4317,Tools
4318,Construction Tools
4319,Caulking Gun
4320,Glass Cutter
4321,Other Construction Tools
4322,Plaster Trowel
4323,Putty Knife
4324,Garden Tools
4325,Chainsaws
4326,Cleaning Tools
4327,Digging Tools
4328,Fork
4329,Garden Blower & Vacuum
4330,Garden Cultivator
4331,Garden Shredder
4332,Grass Trimmer
4333,Hedge Trimmer
4334,Hoe
4335,Lawn Mower
4336,Other Garden Tools
4337,Pickaxe
4338,Pruning Tools
4339,Rake
4340,Sickle
4341,Spade & Shovel
4342,Hand Tools
4343,Axe
4344,Brush
4345,Chisel
4346,Files
4347,Hammer
4348,Knife
4349,Other Hand Tools
4350,Pliers
4351,Saw
4352,Scissors
4353,Screwdriver
4354,Tap & Die
4355,Wrench
4356,Lifting Tools
4357,Jacks
4358,Lifting Sling
4359,Other Lifting Tools
4360,Other Tools
4361,Power Tool Accessories
4362,Power Tools
4363,Blower
4364,Drill Bit
4365,Electric Drill
4366,Electric Hammer
4367,Electric Pipe Threader
4368,Electric Planer
4369,Electric Saw
4370,Electric Screwdriver
4371,Electric Trimmer
4372,Electric Wrench
4373,Glue Gun
4374,Grinder
4375,Grinding Wheel
4376,Heat Gun
4377,Hot Melt Glue Sticks
4378,Hydraulic Tools
4379,Nail Gun
4380,Other Power Tools
4381,Pneumatic Tools
4382,Polisher
4383,Polishing Pad
4384,Sander
4385,Sanding Disc
4386,Saw Blade
4387,Spray Gun
4388,Tool Design Services
4389,Tool Parts
4390,Tool Processing Services
4391,Tool Sets
4392,Garden Tool Sets
4393,Hand Tool Sets
4394,Other Tool Sets
4395,Paint Tool Sets
4396,Power Tool Sets
4397,Tool Stock
4398,Tools Packaging
4399,Other Tools Packaging
4400,Tool Bag
4401,Tool Box
4402,Tool Cabinet
4403,Tool Case
4404,Used Tools
4407,Toys & Hobbies
4408,Action Figure
4409,Baby Toys
4410,Baby Mobiles
4411,Baby Rattles
4412,Baby Teethers
4413,Other Baby Toys
4414,Play Mats
4415,Balloons
4416,Blocks
4417,Candy Toys
4418,Classic Toys
4419,Kaleidoscope
4420,Magic Tricks
4421,Other Classic Toys
4422,Spinning Top
4423,Windmill
4424,Yoyo
4425,Dolls
4426,Educational Toys
4427,Drawing Toys
4428,Learning Machine
4429,Math Toys
4430,Other Educational Toys
4431,Playdough
4432,Toy Musical Instrument
4433,Electronic Pets
4434,Fishing Toys
4435,Glass Marbles
4436,Noise Maker
4437,Other Toys & Hobbies
4438,Outdoor Toys & Structures
4439,Bubble Toys
4440,Flying Disc
4441,Inflatable Bouncer
4442,Kites
4443,Other Outdoor Toys & Structures
4444,Toy Balls
4445,Toy Swings
4446,Toy Swords
4447,Toy Tents
4448,Pretend Play & Preschool
4449,Doctor Toys
4450,Furniture Toys
4451,Kitchen Toys
4452,Other Pretend Play & Preschool
4453,Puppet
4454,Tool Toys
4455,Puzzle
4456,Solar Toys
4457,Toy Accessories
4458,Toy Animal
4459,Bath Toy Animal
4460,Inflatable Animal Toy
4461,Other Toy Animal
4462,Ride On Animal Toy
4463,Stuffed & Plush Toy Animal
4464,Toy Guns
4465,Toy Parts
4466,Toy Robots
4467,Toy Vehicle
4468,Diecast Toys
4469,Friction Toy Vehicle
4470,Other Toy Vehicle
4471,Radio Control Toys
4472,Ride On Car
4473,Slot Toys
4474,Wind Up Toys
4477,Transportation x x
4478,Aircraft
4479,Aviation Accessories
4480,Aviation Parts
4481,Bicycle
4482,Bicycle Accessories
4483,Bicycle Basket
4484,Bicycle Bell
4485,Bicycle Computer
4486,Bicycle Helmet
4487,Bicycle Light
4488,Bicycle Lock
4489,Bicycle Rack
4490,Other Bicycle Accessories
4491,Bicycle Parts
4492,Bicycle Brake
4493,Bicycle Chain
4494,Bicycle Crank & Chainwheel
4495,Bicycle Derailleur
4496,Bicycle Fork
4497,Bicycle Frame
4498,Bicycle Freewheel
4499,Bicycle Handlebar
4500,Bicycle Hubs
4501,Bicycle Pedal
4502,Bicycle Saddle
4503,Bicycle Seat Post
4504,Bicycle Spoke
4505,Bicycle Stem
4506,Bicycle Tires
4507,Bicycle Wheel
4508,Other Bicycle Parts
4509,Boats & Ships
4510,Barge
4511,Cabin Cruiser
4512,Canoe/Kayak
4513,Cargo Ship
4514,Fishing Vessel
4515,Other Boats
4516,Passenger Ship
4517,Raft
4518,Sailboat
4519,Tanker
4520,Yacht
4521,Bus
4522,City Bus
4523,Coach
4524,Sightseeing Bus & Car
4525,Bus Accessories
4526,Bus Parts
4527,Bus Body Kits
4528,Bus Brakes
4529,Bus Engines
4530,Bus Lights
4531,Bus Wheels & Tires
4532,Other Bus Parts
4533,Container
4534,Electric Bicycle
4535,Electric Bicycle Part
4536,Electric Bicycle Battery
4537,Electric Bicycle Motor
4538,Other Electric Bicycle Parts
4539,Emergence Vehicles
4540,Ambulance
4541,Fire Truck
4542,Tow Truck & Wrecker
4543,Golf Carts
4544,Locomotive
4545,Marine Supplies
4546,Boat Anchor
4547,Boat Cover
4548,Boat Engine
4549,Marine Hardware
4550,Marine Propeller
4551,Marine Pump
4552,Other Marine Supplies
4553,Personal Watercraft
4554,Jetski
4555,Railway Supplies
4556,Snowmobile
4557,Special Transportation
4558,Trailers
4559,ATV Trailer
4560,Boat Trailer
4561,Car Trailer
4562,Other Trailers
4563,Trailer Parts
4564,Travel Trailer
4565,Truck Trailer
4566,Train Carriage
4567,Train Parts
4568,Truck
4569,Cargo Truck
4570,Cement Truck
4571,Dump Truck
4572,Garbage Truck
4573,High-altitude Operation Truck
4574,Other Trucks
4575,Refrigerator Truck
4576,Sewage Suction Truck
4577,Tanker Truck
4578,Tractor Truck
4579,Watering Cart
4580,Truck Accessories
4581,Truck Parts
4582,Other Truck Parts
4583,Truck Body Parts
4584,Truck Brake
4585,Truck Drivetrain & Axles
4586,Truck Electrical System
4587,Truck Alternator
4588,Truck Battery
4589,Truck Light System
4590,Truck Starter System
4591,Truck Switch
4592,Truck Engine
4593,Truck Steering
4594,Truck Suspension
4595,Truck Tire
4596,Truck Transmission
4597,Truck Wheel
